;Unnamed: 10;descricao;discente;faltas_unidade;id_curso;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade
15935;;REPROVADO POR MÉDIA E POR FALTAS;ddc5a48ad0d0403727c08a451738d845;0.0;92127264.0;57576571;0.3;0.0;68.0;f;2.0
15936;;REPROVADO POR MÉDIA E POR FALTAS;ddc5a48ad0d0403727c08a451738d845;0.0;92127264.0;57576571;0.3;0.0;68.0;f;3.0
15937;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;1.79999995;34.0;f;1.0
15938;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;1.5;34.0;f;2.0
15939;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;0.0;34.0;f;3.0
15940;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;4.0;20.0;f;3.0
15941;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;5.69999981;20.0;f;1.0
15942;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;6.0;20.0;f;2.0
15943;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;8.19999981;24.0;f;2.0
15944;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;3.5999999;24.0;f;3.0
15945;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;7.0;24.0;f;1.0
15946;;REPROVADO POR MÉDIA E POR FALTAS;c889778b21ac2abebcccd62ff678f546;0.0;92127264.0;57575261;0.0;0.0;42.0;f;3.0
15947;;REPROVADO POR MÉDIA E POR FALTAS;c889778b21ac2abebcccd62ff678f546;0.0;92127264.0;57575261;0.0;0.0;42.0;f;2.0
15948;;REPROVADO POR MÉDIA E POR FALTAS;c889778b21ac2abebcccd62ff678f546;0.0;92127264.0;57575261;0.0;0.0;42.0;f;1.0
15949;;APROVADO;a116b57e0577eceea56d80579d6976fb;0.0;92127264.0;57575261;8.0;7.5;0.0;f;1.0
15950;;APROVADO;a116b57e0577eceea56d80579d6976fb;0.0;92127264.0;57575261;8.0;8.0;0.0;f;2.0
15951;;APROVADO;a116b57e0577eceea56d80579d6976fb;0.0;92127264.0;57575261;8.0;8.5;0.0;f;3.0
15952;;DESISTENCIA;a116b57e0577eceea56d80579d6976fb;;92127264.0;57575261;;;;;
15953;;APROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;57575261;7.1;7.0;6.0;f;3.0
15954;;APROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;57575261;7.1;6.4000001;6.0;f;1.0
15955;;APROVADO;0e0595fa516d0c30274d615212d43adb;0.0;92127264.0;57575261;7.1;8.0;6.0;f;2.0
15956;;APROVADO POR NOTA;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;57575261;6.4;5.19999981;4.0;f;1.0
15957;;APROVADO POR NOTA;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;57575261;6.4;8.0;4.0;f;2.0
15958;;APROVADO POR NOTA;af65b0051467eb06384d34802be17b9b;0.0;92127264.0;57575261;6.4;6.0;4.0;f;3.0
15959;;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;57575261;5.5;7.0;6.0;f;2.0
15960;;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;57575261;5.5;4.5;6.0;f;3.0
15961;;APROVADO POR NOTA;f47ace7fbb22012f488f24b9a2593db9;0.0;92127264.0;57575261;5.5;5.0;6.0;f;1.0
15962;;APROVADO;e16576bd21bb2c78f61e3b895da26433;0.0;92127264.0;57575261;8.2;8.10000038;6.0;f;1.0
15963;;APROVADO;e16576bd21bb2c78f61e3b895da26433;0.0;92127264.0;57575261;8.2;8.0;6.0;f;2.0
15964;;APROVADO;e16576bd21bb2c78f61e3b895da26433;0.0;92127264.0;57575261;8.2;8.5;6.0;f;3.0
15965;;INDEFERIDO;a116b57e0577eceea56d80579d6976fb;;92127264.0;57575261;;;;;
15966;;INDEFERIDO;cfdfcf28a171bfd0abb92775a903ae71;;92127264.0;57575216;;;;;
15967;;REPROVADO;3e1fc2ff910e345a3359f4d9b4126058;0.0;92127264.0;57576571;1.0;0.5;28.0;f;2.0
15968;;REPROVADO;3e1fc2ff910e345a3359f4d9b4126058;0.0;92127264.0;57576571;1.0;1.60000002;28.0;f;1.0
15969;;REPROVADO;3e1fc2ff910e345a3359f4d9b4126058;0.0;92127264.0;57576571;1.0;0.800000012;28.0;f;3.0
15970;;REPROVADO;2632194083e90284e03a4e3782930ddd;0.0;92127264.0;57576571;1.3;0.0;34.0;f;3.0
15971;;REPROVADO;2632194083e90284e03a4e3782930ddd;0.0;92127264.0;57576571;1.3;2.4000001;34.0;f;1.0
15972;;REPROVADO;2632194083e90284e03a4e3782930ddd;0.0;92127264.0;57576571;1.3;1.39999998;34.0;f;2.0
15973;;APROVADO;3067b925ebcfe7dce4bbb9f57d36d51c;0.0;92127264.0;57576571;7.3;5.69999981;20.0;f;1.0
15974;;APROVADO;3067b925ebcfe7dce4bbb9f57d36d51c;0.0;92127264.0;57576571;7.3;9.30000019;20.0;f;2.0
15975;;APROVADO;3067b925ebcfe7dce4bbb9f57d36d51c;0.0;92127264.0;57576571;7.3;7.0;20.0;f;3.0
15976;;REPROVADO;08c1efe6659395dd2d811e5999f07f11;0.0;92127264.0;57576571;0.0;0.0;44.0;f;2.0
15977;;REPROVADO;08c1efe6659395dd2d811e5999f07f11;0.0;92127264.0;57576571;0.0;0.0;44.0;f;3.0
15978;;REPROVADO;08c1efe6659395dd2d811e5999f07f11;0.0;92127264.0;57576571;0.0;0.0;44.0;f;1.0
15979;;REPROVADO;fc3184cbda4060d8cbd44cc49d736bdb;0.0;92127264.0;57576571;0.5;1.5;32.0;f;1.0
15980;;REPROVADO;fc3184cbda4060d8cbd44cc49d736bdb;0.0;92127264.0;57576571;0.5;0.0;32.0;f;2.0
15981;;REPROVADO;fc3184cbda4060d8cbd44cc49d736bdb;0.0;92127264.0;57576571;0.5;0.0;32.0;f;3.0
15982;;APROVADO POR NOTA;fa7ea5c25a4edfd8df90db147f328e52;0.0;92127264.0;57576571;5.0;3.79999995;20.0;t;1.0
15983;;APROVADO POR NOTA;fa7ea5c25a4edfd8df90db147f328e52;0.0;92127264.0;57576571;5.0;4.80000019;20.0;f;2.0
15984;;APROVADO POR NOTA;fa7ea5c25a4edfd8df90db147f328e52;0.0;92127264.0;57576571;5.0;4.0;20.0;f;3.0
15985;;APROVADO POR NOTA;28e8b47eb39452c4468456693f2b7cdb;0.0;92127264.0;57576571;6.8;5.0;20.0;f;1.0
15986;;APROVADO POR NOTA;28e8b47eb39452c4468456693f2b7cdb;0.0;92127264.0;57576571;6.8;8.19999981;20.0;f;2.0
15987;;APROVADO POR NOTA;28e8b47eb39452c4468456693f2b7cdb;0.0;92127264.0;57576571;6.8;7.099999900000001;20.0;f;3.0
15988;;REPROVADO;b9900fb03ce25159b6e469164dcef48b;0.0;92127264.0;57576571;2.3;1.10000002;4.0;f;1.0
15989;;REPROVADO;b9900fb03ce25159b6e469164dcef48b;0.0;92127264.0;57576571;2.3;3.20000005;4.0;f;2.0
15990;;REPROVADO;b9900fb03ce25159b6e469164dcef48b;0.0;92127264.0;57576571;2.3;2.5999999;4.0;f;3.0
15991;;REPROVADO;3f3b6623ceec35dfc3f0ed303bd4e39b;0.0;92127264.0;57576571;1.0;0.0;32.0;f;3.0
15992;;REPROVADO;3f3b6623ceec35dfc3f0ed303bd4e39b;0.0;92127264.0;57576571;1.0;2.0;32.0;f;1.0
15993;;REPROVADO;3f3b6623ceec35dfc3f0ed303bd4e39b;0.0;92127264.0;57576571;1.0;0.8999999759999999;32.0;f;2.0
15994;;REPROVADO;69cd8e27bd76177e4421118af6c425d0;0.0;92127264.0;57576571;1.5;1.20000005;20.0;f;2.0
15995;;REPROVADO;69cd8e27bd76177e4421118af6c425d0;0.0;92127264.0;57576571;1.5;3.0999999;20.0;f;3.0
15996;;REPROVADO;69cd8e27bd76177e4421118af6c425d0;0.0;92127264.0;57576571;1.5;0.200000003;20.0;f;1.0
15997;;APROVADO POR NOTA;59662473125517989f15dd1ae8978735;0.0;92127264.0;57576571;5.1;1.39999998;8.0;t;3.0
15998;;APROVADO POR NOTA;59662473125517989f15dd1ae8978735;0.0;92127264.0;57576571;5.1;5.0;8.0;f;1.0
15999;;APROVADO POR NOTA;59662473125517989f15dd1ae8978735;0.0;92127264.0;57576571;5.1;3.0;8.0;f;2.0
16000;;REPROVADO;802a6e1f77e4888f53b5b1a7e132d1b6;0.0;92127264.0;57576571;2.6;1.39999998;46.0;f;1.0
16001;;REPROVADO;802a6e1f77e4888f53b5b1a7e132d1b6;0.0;92127264.0;57576571;2.6;6.5;46.0;f;2.0
16002;;REPROVADO;802a6e1f77e4888f53b5b1a7e132d1b6;0.0;92127264.0;57576571;2.6;0.0;46.0;f;3.0
16003;;REPROVADO POR MÉDIA E POR FALTAS;4a714686508726e5ef1d6a4f59af7251;0.0;92127264.0;57576571;0.4;0.0;66.0;f;1.0
16004;;REPROVADO POR MÉDIA E POR FALTAS;4a714686508726e5ef1d6a4f59af7251;0.0;92127264.0;57576571;0.4;1.20000005;66.0;f;2.0
16005;;REPROVADO POR MÉDIA E POR FALTAS;4a714686508726e5ef1d6a4f59af7251;0.0;92127264.0;57576571;0.4;0.0;66.0;f;3.0
16006;;REPROVADO POR MÉDIA E POR FALTAS;c8ae66ef8d902b361ca05c44d45550fc;0.0;92127264.0;57576571;0.7;2.0;62.0;f;1.0
16007;;REPROVADO POR MÉDIA E POR FALTAS;c8ae66ef8d902b361ca05c44d45550fc;0.0;92127264.0;57576571;0.7;0.0;62.0;f;2.0
16008;;REPROVADO POR MÉDIA E POR FALTAS;c8ae66ef8d902b361ca05c44d45550fc;0.0;92127264.0;57576571;0.7;0.0;62.0;f;3.0
16009;;REPROVADO POR MÉDIA E POR FALTAS;721228f1e4c37436054d7d13e93d5b01;0.0;92127264.0;57576571;1.1;0.0;54.0;f;1.0
16010;;REPROVADO POR MÉDIA E POR FALTAS;721228f1e4c37436054d7d13e93d5b01;0.0;92127264.0;57576571;1.1;3.20000005;54.0;f;2.0
16011;;REPROVADO POR MÉDIA E POR FALTAS;721228f1e4c37436054d7d13e93d5b01;0.0;92127264.0;57576571;1.1;0.0;54.0;f;3.0
16012;;REPROVADO POR MÉDIA E POR FALTAS;c9b5728db0120291aa2206b9c0feb1ec;0.0;92127264.0;57576571;0.0;0.0;56.0;f;1.0
16013;;REPROVADO POR MÉDIA E POR FALTAS;c9b5728db0120291aa2206b9c0feb1ec;0.0;92127264.0;57576571;0.0;0.0;56.0;f;2.0
16014;;REPROVADO POR MÉDIA E POR FALTAS;c9b5728db0120291aa2206b9c0feb1ec;0.0;92127264.0;57576571;0.0;0.0;56.0;f;3.0
16015;;REPROVADO POR MÉDIA E POR FALTAS;a67a874159d0929a25b5aeead14daf3f;0.0;92127264.0;57576571;0.0;0.0;64.0;f;1.0
16016;;REPROVADO POR MÉDIA E POR FALTAS;a67a874159d0929a25b5aeead14daf3f;0.0;92127264.0;57576571;0.0;0.0;64.0;f;2.0
16017;;REPROVADO POR MÉDIA E POR FALTAS;a67a874159d0929a25b5aeead14daf3f;0.0;92127264.0;57576571;0.0;0.0;64.0;f;3.0
16018;;INDEFERIDO;065818a33218bef3c9b486b384a62107;;92127264.0;57576571;;;;;
16019;;INDEFERIDO;065818a33218bef3c9b486b384a62107;;92127264.0;57576571;;;;;
16020;;TRANCADO;16f5e9364429342f896401da7ddd8d15;;92127264.0;57576571;;;;;
16021;;TRANCADO;522148cf4eaff76cc3a4d90788033468;;92127264.0;57576571;;;;;
16022;;REPROVADO;179b78cf7f0950d1e1941a4214734f66;0.0;92127264.0;57576571;0.0;0.0;52.0;f;1.0
16023;;REPROVADO;179b78cf7f0950d1e1941a4214734f66;0.0;92127264.0;57576571;0.0;0.0;52.0;f;2.0
16024;;REPROVADO;179b78cf7f0950d1e1941a4214734f66;0.0;92127264.0;57576571;0.0;0.0;52.0;f;3.0
16025;;REPROVADO POR MÉDIA E POR FALTAS;d8331d17c46c7c7f500303de1a001876;0.0;92127264.0;57576571;0.5;0.200000003;68.0;f;1.0
16026;;REPROVADO POR MÉDIA E POR FALTAS;d8331d17c46c7c7f500303de1a001876;0.0;92127264.0;57576571;0.5;1.20000005;68.0;f;2.0
16027;;REPROVADO POR MÉDIA E POR FALTAS;d8331d17c46c7c7f500303de1a001876;0.0;92127264.0;57576571;0.5;0.0;68.0;f;3.0
16028;;REPROVADO POR MÉDIA E POR FALTAS;9aa945a635a4a12a6f6d9711e03b68c9;0.0;92127264.0;57576571;0.0;0.0;82.0;f;3.0
16029;;REPROVADO POR MÉDIA E POR FALTAS;9aa945a635a4a12a6f6d9711e03b68c9;0.0;92127264.0;57576571;0.0;0.0;82.0;f;1.0
16030;;REPROVADO POR MÉDIA E POR FALTAS;9aa945a635a4a12a6f6d9711e03b68c9;0.0;92127264.0;57576571;0.0;0.0;82.0;f;2.0
16031;;REPROVADO;fcba7a40c463954894bffb62d6cb656b;0.0;92127264.0;57576571;0.6;1.10000002;24.0;f;1.0
16032;;REPROVADO;fcba7a40c463954894bffb62d6cb656b;0.0;92127264.0;57576571;0.6;0.0;24.0;f;2.0
16033;;REPROVADO;fcba7a40c463954894bffb62d6cb656b;0.0;92127264.0;57576571;0.6;0.800000012;24.0;f;3.0
16034;;REPROVADO;db1daf0bbd370899384cd17f60710bb0;0.0;92127264.0;57576571;0.0;0.0;48.0;f;1.0
16035;;REPROVADO;db1daf0bbd370899384cd17f60710bb0;0.0;92127264.0;57576571;0.0;0.0;48.0;f;2.0
16036;;REPROVADO;db1daf0bbd370899384cd17f60710bb0;0.0;92127264.0;57576571;0.0;0.0;48.0;f;3.0
16037;;REPROVADO;8bb99bf919732f7882e996a674f7f203;0.0;92127264.0;57576571;0.0;0.0;50.0;f;1.0
16038;;REPROVADO;8bb99bf919732f7882e996a674f7f203;0.0;92127264.0;57576571;0.0;0.0;50.0;f;3.0
16039;;REPROVADO;8bb99bf919732f7882e996a674f7f203;0.0;92127264.0;57576571;0.0;0.0;50.0;f;2.0
16040;;INDEFERIDO;daee292530a6b180685cd6cfd22c6496;;92127264.0;57576571;;;;;
16041;;INDEFERIDO;daee292530a6b180685cd6cfd22c6496;;92127264.0;57576571;;;;;
16042;;REPROVADO;daee292530a6b180685cd6cfd22c6496;0.0;92127264.0;57576571;4.7;3.4000001;0.0;f;2.0
16043;;REPROVADO;daee292530a6b180685cd6cfd22c6496;0.0;92127264.0;57576571;4.7;4.4000001;0.0;f;3.0
16044;;REPROVADO;daee292530a6b180685cd6cfd22c6496;0.0;92127264.0;57576571;4.7;1.10000002;0.0;t;1.0
16045;;REPROVADO;7a6d117c4ccf035c3aa2599e4adb98a5;0.0;92127264.0;57576571;0.5;1.5;40.0;f;1.0
16046;;REPROVADO;7a6d117c4ccf035c3aa2599e4adb98a5;0.0;92127264.0;57576571;0.5;0.0;40.0;f;2.0
16047;;REPROVADO;7a6d117c4ccf035c3aa2599e4adb98a5;0.0;92127264.0;57576571;0.5;0.0;40.0;f;3.0
16048;;REPROVADO POR MÉDIA E POR FALTAS;ddc5a48ad0d0403727c08a451738d845;0.0;92127264.0;57576571;0.3;1.0;68.0;f;1.0
16049;;REPROVADO POR MÉDIA E POR FALTAS;ddc5a48ad0d0403727c08a451738d845;0.0;92127264.0;57576571;0.3;0.0;68.0;f;2.0
16050;;REPROVADO POR MÉDIA E POR FALTAS;ddc5a48ad0d0403727c08a451738d845;0.0;92127264.0;57576571;0.3;0.0;68.0;f;3.0
16051;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;1.79999995;34.0;f;1.0
16052;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;1.5;34.0;f;2.0
16053;;REPROVADO;1f9e7ba4eac7146ca5ee636354918c49;0.0;92127264.0;57576571;1.1;0.0;34.0;f;3.0
16054;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;4.0;20.0;f;3.0
16055;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;5.69999981;20.0;f;1.0
16056;;APROVADO POR NOTA;ad46ce267d0d845ef75e22248c98ede5;0.0;92127264.0;57576571;5.2;6.0;20.0;f;2.0
16057;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;8.19999981;24.0;f;2.0
16058;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;3.5999999;24.0;f;3.0
16059;;APROVADO POR NOTA;51063c4f265d89f98f85c25f8a8e4168;0.0;92127264.0;57576571;6.3;7.0;24.0;f;1.0
16060;;REPROVADO;a94a4705a3a0c2eb89e2897c6e76cf74;0.0;92127264.0;57579588;0.9;1.79999995;2.0;f;1.0
16061;;REPROVADO;a94a4705a3a0c2eb89e2897c6e76cf74;0.0;92127264.0;57579588;0.9;1.0;2.0;f;2.0
16062;;REPROVADO;a94a4705a3a0c2eb89e2897c6e76cf74;0.0;92127264.0;57579588;0.9;0.0;2.0;f;3.0
16063;;REPROVADO;847e489b0b8c99c0edb33f2ccdff3608;0.0;92127264.0;57579588;0.8;2.5;2.0;f;1.0
16064;;REPROVADO;847e489b0b8c99c0edb33f2ccdff3608;0.0;92127264.0;57579588;0.8;0.0;2.0;f;2.0
16065;;REPROVADO;847e489b0b8c99c0edb33f2ccdff3608;0.0;92127264.0;57579588;0.8;0.0;2.0;f;3.0
16066;;INDEFERIDO;500e6edfd4aae0cc92d0931f52794a07;;92127264.0;57579588;;;;;
16067;;INDEFERIDO;bb08f985540d1d45c21123066e5203e3;;92127264.0;57579588;;;;;
16068;;INDEFERIDO;9e5fe2863a3686bffc81a9ff8366644d;;92127264.0;57579588;;;;;
16069;;DESISTENCIA;b0d6eae7ca3a052474157988f5874bbc;;92127264.0;57579588;;;;;
16070;;APROVADO POR NOTA;43f0333c0ceb67c5e5fb58f15aec56e1;0.0;92127264.0;57579588;6.7;7.69999981;0.0;f;1.0
16071;;APROVADO POR NOTA;43f0333c0ceb67c5e5fb58f15aec56e1;0.0;92127264.0;57579588;6.7;7.900000099999999;0.0;f;2.0
16072;;APROVADO POR NOTA;43f0333c0ceb67c5e5fb58f15aec56e1;0.0;92127264.0;57579588;6.7;4.4000001;0.0;f;3.0
16073;;REPROVADO;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57579588;4.3;1.79999995;0.0;t;2.0
16074;;REPROVADO;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57579588;4.3;7.099999900000001;0.0;f;3.0
16075;;REPROVADO;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57579588;4.3;3.4000001;0.0;f;1.0
16076;;REPROVADO;9eb1fc928e6eeaa517384d278c7bd0dd;0.0;92127264.0;57579588;0.9;1.29999995;2.0;f;1.0
16077;;REPROVADO;9eb1fc928e6eeaa517384d278c7bd0dd;0.0;92127264.0;57579588;0.9;1.5;2.0;f;2.0
16078;;REPROVADO;9eb1fc928e6eeaa517384d278c7bd0dd;0.0;92127264.0;57579588;0.9;0.0;2.0;f;3.0
16079;;REPROVADO;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57579588;2.7;2.9000001;0.0;f;3.0
16080;;REPROVADO;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57579588;2.7;3.5;0.0;f;1.0
16081;;REPROVADO;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57579588;2.7;1.70000005;0.0;f;2.0
16082;;REPROVADO;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57579588;0.8;0.0;2.0;f;3.0
16083;;REPROVADO;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57579588;0.8;1.39999998;2.0;f;1.0
16084;;REPROVADO;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57579588;0.8;1.10000002;2.0;f;2.0
16085;;INDEFERIDO;4bc11904bc4637fce87f851c094c3f59;;92127264.0;57579588;;;;;
16086;;REPROVADO;5913e47791c8aa766168a83bd30974dd;0.0;92127264.0;57579588;3.0;4.0;2.0;f;3.0
16087;;REPROVADO;5913e47791c8aa766168a83bd30974dd;0.0;92127264.0;57579588;3.0;3.70000005;2.0;f;1.0
16088;;REPROVADO;5913e47791c8aa766168a83bd30974dd;0.0;92127264.0;57579588;3.0;1.20000005;2.0;f;2.0
16089;;INDEFERIDO;52575c6e0954fa8ff0b0eccdd54e56fc;;92127264.0;57579588;;;;;
16090;;REPROVADO;3b30d3da12ab2aac03ba0858e6c0dc02;0.0;92127264.0;57579588;2.6;1.5;0.0;f;1.0
16091;;REPROVADO;3b30d3da12ab2aac03ba0858e6c0dc02;0.0;92127264.0;57579588;2.6;3.79999995;0.0;f;2.0
16092;;REPROVADO;3b30d3da12ab2aac03ba0858e6c0dc02;0.0;92127264.0;57579588;2.6;2.5;0.0;f;3.0
16093;;REPROVADO;70ab5bf4ea48b0305dac34a3b6ca9a30;0.0;92127264.0;57579588;4.7;6.0999999;0.0;f;1.0
16094;;REPROVADO;70ab5bf4ea48b0305dac34a3b6ca9a30;0.0;92127264.0;57579588;4.7;3.79999995;0.0;f;2.0
16095;;REPROVADO;70ab5bf4ea48b0305dac34a3b6ca9a30;0.0;92127264.0;57579588;4.7;4.099999899999999;0.0;f;3.0
16096;;INDEFERIDO;a6828dd2dd4b8ff21c763f6d1f6f5e04;;92127264.0;57579588;;;;;
16097;;REPROVADO;cb61f93d6145ddb7d4a4e28b7fe33225;0.0;92127264.0;57579588;0.9;0.8999999759999999;0.0;f;1.0
16098;;REPROVADO;cb61f93d6145ddb7d4a4e28b7fe33225;0.0;92127264.0;57579588;0.9;1.5;0.0;f;2.0
16099;;REPROVADO;cb61f93d6145ddb7d4a4e28b7fe33225;0.0;92127264.0;57579588;0.9;0.400000006;0.0;f;3.0
16100;;INDEFERIDO;9eb1fc928e6eeaa517384d278c7bd0dd;;92127264.0;57579588;;;;;
16101;;REPROVADO;10e449bd1f9b4f668d87b03921b9acad;0.0;92127264.0;57579588;1.6;3.70000005;0.0;f;1.0
16102;;REPROVADO;10e449bd1f9b4f668d87b03921b9acad;0.0;92127264.0;57579588;1.6;0.10000000099999999;0.0;f;2.0
16103;;REPROVADO;10e449bd1f9b4f668d87b03921b9acad;0.0;92127264.0;57579588;1.6;1.0;0.0;f;3.0
16104;;APROVADO POR NOTA;e5c4303e5a5abd7da69d366ce44edb08;0.0;92127264.0;57579588;6.2;4.80000019;0.0;f;3.0
16105;;APROVADO POR NOTA;e5c4303e5a5abd7da69d366ce44edb08;0.0;92127264.0;57579588;6.2;8.10000038;0.0;f;1.0
16106;;APROVADO POR NOTA;e5c4303e5a5abd7da69d366ce44edb08;0.0;92127264.0;57579588;6.2;5.80000019;0.0;f;2.0
16107;;INDEFERIDO;5913e47791c8aa766168a83bd30974dd;;92127264.0;57579588;;;;;
16108;;INDEFERIDO;8bb9d2a7e29937796af61a74379f448d;;92127264.0;57579588;;;;;
16109;;REPROVADO;8266d0f5b92b8c8a33267bededf7544c;0.0;92127264.0;57579588;0.9;0.0;2.0;f;2.0
16110;;REPROVADO;8266d0f5b92b8c8a33267bededf7544c;0.0;92127264.0;57579588;0.9;0.699999988;2.0;f;3.0
16111;;REPROVADO;8266d0f5b92b8c8a33267bededf7544c;0.0;92127264.0;57579588;0.9;1.89999998;2.0;f;1.0
16112;;INDEFERIDO;dc71ff037f1e98823ef208155af16c47;;92127264.0;57579588;;;;;
16113;;REPROVADO;56d532a031c1251719fa4a552c6b7c1f;0.0;92127264.0;57579588;0.3;0.699999988;2.0;f;1.0
16114;;REPROVADO;56d532a031c1251719fa4a552c6b7c1f;0.0;92127264.0;57579588;0.3;0.10000000099999999;2.0;f;2.0
16115;;REPROVADO;56d532a031c1251719fa4a552c6b7c1f;0.0;92127264.0;57579588;0.3;0.0;2.0;f;3.0
16116;;INDEFERIDO;b79c01c95fec207fe61e036ad42e8d3a;;92127264.0;57576596;;;;;
16117;;REPROVADO;46d1bcf6495c49d1fe0b469c25742c51;0.0;92127264.0;57576596;0.9;0.0;6.0;f;2.0
16118;;REPROVADO;46d1bcf6495c49d1fe0b469c25742c51;0.0;92127264.0;57576596;0.9;2.5999999;6.0;f;1.0
16119;;REPROVADO;46d1bcf6495c49d1fe0b469c25742c51;0.0;92127264.0;57576596;0.9;0.0;6.0;f;3.0
16120;;APROVADO;38daca88c4babca4ae3ff8940e06c32a;0.0;92127264.0;57576596;7.9;10.0;2.0;f;1.0
16121;;APROVADO;38daca88c4babca4ae3ff8940e06c32a;0.0;92127264.0;57576596;7.9;6.80000019;2.0;f;2.0
16122;;APROVADO;38daca88c4babca4ae3ff8940e06c32a;0.0;92127264.0;57576596;7.9;7.0;2.0;f;3.0
16123;;INDEFERIDO;1660535d398aa2e7f6716803b81aaaf7;;92127264.0;57576596;;;;;
16124;;REPROVADO;c4ecfa54d2066d83df1a9e8bacf6113b;0.0;92127264.0;57576596;2.8;3.20000005;2.0;f;1.0
16125;;REPROVADO;c4ecfa54d2066d83df1a9e8bacf6113b;0.0;92127264.0;57576596;2.8;4.19999981;2.0;f;2.0
16126;;REPROVADO;c4ecfa54d2066d83df1a9e8bacf6113b;0.0;92127264.0;57576596;2.8;1.10000002;2.0;f;3.0
16127;;REPROVADO;3c8fee98c67b0812947d53d41acf1fc5;0.0;92127264.0;57576596;3.4;3.20000005;0.0;f;3.0
16128;;REPROVADO;3c8fee98c67b0812947d53d41acf1fc5;0.0;92127264.0;57576596;3.4;3.79999995;0.0;f;1.0
16129;;REPROVADO;3c8fee98c67b0812947d53d41acf1fc5;0.0;92127264.0;57576596;3.4;3.0999999;0.0;f;2.0
16130;;INDEFERIDO;a1dc8d33f283c91ae47a7fe7d49d34a6;;92127264.0;57576596;;;;;
16131;;TRANCADO;b0f86d842b61525819f34d4d9a1c5dd9;0.0;92127264.0;57576596;;;;f;1.0
16132;;TRANCADO;b0f86d842b61525819f34d4d9a1c5dd9;0.0;92127264.0;57576596;;;;f;2.0
16133;;TRANCADO;b0f86d842b61525819f34d4d9a1c5dd9;0.0;92127264.0;57576596;;;;f;3.0
16134;;REPROVADO;fc72d8ee796c35244b10adcfa1847eda;0.0;92127264.0;57576596;1.3;3.79999995;6.0;f;1.0
16135;;REPROVADO;fc72d8ee796c35244b10adcfa1847eda;0.0;92127264.0;57576596;1.3;0.0;6.0;f;2.0
16136;;REPROVADO;fc72d8ee796c35244b10adcfa1847eda;0.0;92127264.0;57576596;1.3;0.0;6.0;f;3.0
16137;;REPROVADO;e26ab276884a2e32328df4768355aa7b;0.0;92127264.0;57576596;4.2;3.9000001;0.0;f;1.0
16138;;REPROVADO;e26ab276884a2e32328df4768355aa7b;0.0;92127264.0;57576596;4.2;6.5;0.0;f;2.0
16139;;REPROVADO;e26ab276884a2e32328df4768355aa7b;0.0;92127264.0;57576596;4.2;2.20000005;0.0;f;3.0
16140;;REPROVADO;a7f137d43e7d464f44e3c234ef986f70;0.0;92127264.0;57576596;4.0;4.0;0.0;f;3.0
16141;;REPROVADO;a7f137d43e7d464f44e3c234ef986f70;0.0;92127264.0;57576596;4.0;3.70000005;0.0;f;1.0
